"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"Ocean Beach Certified Farmer's Market (Wednesdays)","51480","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-06-19 16:00:00","2019-06-19 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","33.7284523","-117.8328371"
"Curbside Bites Food Truck Markets - Downtown Lunch","51960","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-06-19 11:00:00","2019-06-19 14:00:00","","","Curbside Bites ","www.curbsidebites.com","B Street & India Street","33.0477549","-117.2979035"
"Little Italy's Wednesday Farmers Market","51429","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-06-19 09:00:00","2019-06-19 14:00:00","","","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","",""
"Pacific Beach Tuesday Farmers' Market","51842","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-06-18 14:00:00","2019-06-18 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
"Sunday Artisan Market","52092","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-06-16 10:00:00","2019-06-16 15:00:00","","","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","",""
"Old Town Artisan's Market","51660","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-06-16 09:00:00","2019-06-16 16:30:00","","","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"2019 Hillcrest Farmers' Market (Sundays)","52042","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue, Harvey Milk between Normal and Cleveland Streets","2019-06-16 09:00:00","2019-06-16 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.748542300000004","-117.149901"
"San Diego Brew Fest ","52428","","FESTIVAL","The 8th annual San Diego Brew Fest promises another fun filled day with beer, food trucks, and music. The event will feature dozens of local and international craft beers, as well as San Diego’s most popular food trucks. ","Preble Field at Liberty Station","2019-06-15 14:00:00","2019-06-15 19:00:00","","","Eat Drink Play","/www.sandiegobeerfest.com/","2455 Cushing Road","32.7348786887","-117.213908106"
"Hillcrest Car Show","51877","","FARMERS","Come and see classic cars displayed, talk to the owners, and get information on how to join the LGBT Classic Car Club. ","Normal Street between Harvey Milk Street and University Avenue ","2019-06-15 14:00:00","2019-06-15 18:00:00","","","Hillcrest Business Association","www.fabuloushillcrest.com","Normal & Harvey Milk Streets","32.7521124","-117.1481502"
"619 Spirit Fest","52368","","FESTIVAL","Happy Anniversary to 619 Distillery & Spirits! The 1-Year Anniversary Party has local breweries, local food and local entertainment! Stop by for a birthday brew!","3015 Lincoln Avenue","2019-06-15 13:00:00","2019-06-15 17:00:00","","","San Diego Distillers Guild","","3015 Lincoln Avenue","",""
"25th Annual Taste of Gaslamp","52244","","FESTIVAL","The Gaslamp Quarter is showcasing the excellent dining options available in its vibrant district. Guests can taste 20+ veteran restaurants that have carved out their place in San Diego's culinary bedrock and enjoy a tasting of different brews from the Karl Strauss brewery at the beer garden!","Davis Pocket Park at 410 Island Avenue  ","2019-06-15 13:00:00","2019-06-15 16:00:00","","","Gaslamp Quarter Association ","www.gaslamp.org","410 Island Avenue ","32.7105869","-117.1606427"
"The Cooper Families JuneTeenth Celebration","52331","","FESTIVAL","JuneTeenth celebrates Black Independence Day. It's a day of celebration with prayer and worship and gives recognition to community leaders. The event presents African history, drumming, and dancing and includes a Teen Stage, a Fun Zone, merchandise booths, light refreshments, and a talent show.","Imperial Avenue between 29th St. & 30th St.  ","2019-06-15 10:30:00","2019-06-15 18:00:00","","","The Cooper Family Foundation","www.cfjuneteenth.com","Imperial Avenue & 29th Street ","32.7041762","-117.09884609999999"
"Dia del Cafe presents Alley Shutdown","52153","","FESTIVAL","There will be a variety of local guest speakers discussing different ways to promote and support local small businesses for beginners and experts. The event will in1clude exhibitors and entertainment. ","Alleyway bounded by Adams Avenue, Utah Street, Madison Avenue, Kansas Street","2019-06-15 10:00:00","2019-06-15 19:00:00","","","Dia del Cafe","","2873 Adams Avenue","32.762706699999995","-117.1319673"
"Old Town Artisan's Market","51659","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-06-15 09:00:00","2019-06-15 16:30:00","","","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"City Heights Farmer's Market (Every Saturday)","51790","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue ","2019-06-15 09:00:00","2019-06-15 13:00:00","","","San Diego County Farm Bureau ","www.sdfarmbureau.org","Wightman & 43rd Streets","32.7477532","-117.0999832"
"The Mercato Little Italy's Farmers' Market","51738","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes. ","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard ","2019-06-15 08:00:00","2019-06-15 14:00:00","","","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","",""
"East Village Friday Night Art ","52353","","FESTIVAL","Enjoy the 1st annual East Village Friday Night Art Walk - a celebration of the creative and innovative talents of San Diego in the heart of East Village. Local galleries, artists, crafters and fashionistas display their wares with live music from the impromptu stage at BASIC.","J Street between 9th and 10th Avenues","2019-06-14 16:00:00","2019-06-14 22:00:00","","","BASIC Bar & Pizza","www.evartwalk.com","J Street and 10th Avenue","32.714702","-117.155603"
"Food Truck Fridays","52253","","FARMERS","On Friday evenings in June through September, visitors of all ages can enjoy live family friendly entertainment while eating gourmet treats from a rotating selection of more than a dozen food trucks parked on the Plaza de Panama and El Prado walkway.","Plaza de Panama and El Prado","2019-06-14 16:00:00","2019-06-14 20:30:00","","","Parks & Recreation","www.sandiego.gov/event/food-truck-fridays","1450 El Prado","32.7316611885","-117.151808969"
"North Park Thursday Market","51530","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street ","2019-06-13 15:00:00","2019-06-13 19:00:00","","","North Park Main Street ","www.northparkmarket.com","North Park Way & Granada Avenue","32.7474111","-117.1277087"
"Ocean Beach Certified Farmer's Market (Wednesdays)","51479","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-06-12 16:00:00","2019-06-12 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","33.7284523","-117.8328371"
"Curbside Bites Food Truck Markets - Downtown Lunch","51959","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-06-12 11:00:00","2019-06-12 14:00:00","","","Curbside Bites ","www.curbsidebites.com","B Street & India Street","33.0477549","-117.2979035"
"Little Italy's Wednesday Farmers Market","51428","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-06-12 09:00:00","2019-06-12 14:00:00","","","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","",""
"Pacific Beach Tuesday Farmers' Market","51841","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-06-11 14:00:00","2019-06-11 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
